Item;Oracion;Lenguaje
4842;Ahora bien, sabemos que Dios dispone todas las cosas para el bien de quienes lo aman, los que han sido llamados de acuerdo con su propósito.;Esp
4843;Porque a los que Dios conoció de antemano, también los predestinó a ser transformados según la imagen de su Hijo, para que él sea el primogénito entre muchos hermanos.;Esp
4844;"A los que predestinó, también los llamó; a los que llamó, también los justificó ; y a los que justificó, también los glorificó.";Esp
4845;¿Qué diremos frente a esto? Si Dios está de nuestra parte, ¿quién puede estar en contra nuestra?;Esp
4846;El que no escatimó ni a su propio Hijo, sino que lo entregó por todos nosotros, ¿cómo no habrá de darnos generosamente, junto con él, todas las cosas?;Esp
4847;¿Quién acusará a los que Dios ha escogido? Dios es el que justifica.;Esp
4848;¿Quién condenará? Cristo Jesús es el que murió, e incluso resucitó , y está a la derecha de Dios e intercede por nosotros.;Esp
4849;¿Quién nos apartará del amor de Cristo? ¿La tribulación, o la angustia, la persecución, el hambre, la indigencia, el peligro, o la violencia?;Esp
4850;"Así está escrito: «Por tu causa siempre nos llevan a la muerte; ¡nos tratan como a ovejas para el matadero!»";Esp
4851;"Digo la verdad en Cristo; no miento. Mi conciencia me lo confirma en el Espíritu Santo.";Esp
4852;Me invade una gran tristeza y me embarga un continuo dolor.;Esp
4853;Desearía yo mismo ser maldecido y separado de Cristo por el bien de mis hermanos, los de mi propia raza,;Esp
4854;el pueblo de Israel. De ellos son la adopción como hijos, la gloria divina, los pactos, la ley, el privilegio de adorar a Dios y el de contar con sus promesas.;Esp
4855;De ellos son los patriarcas, y de ellos, según la naturaleza humana , nació Cristo, quien es Dios sobre todas las cosas. ¡Alabado sea por siempre! Amén.;Esp
4856;Ahora bien, no digamos que la Palabra de Dios ha fracasado. Lo que sucede es que no todos los que descienden de Israel son Israel.;Esp
4857;Tampoco por ser descendientes de Abraham son todos hijos suyos. Al contrario: «Tu descendencia se establecerá por medio de Isaac».;Esp
4858;"En otras palabras, los hijos de Dios no son los descendientes naturales ; más bien, se considera descendencia de Abraham a los hijos de la promesa.";Esp
4859;Y la promesa es esta: «Dentro de un año vendré, y para entonces Sara tendrá un hijo».;Esp
4860;No solo eso. También sucedió que los hijos de Rebeca tuvieron un mismo padre, que fue nuestro antepasado Isaac.;Esp
4861;Sin embargo, antes de que los mellizos nacieran, o hicieran algo bueno o malo, y para confirmar el propósito de la elección divina,;Esp
4862;no a base de las obras, sino al llamado de Dios, se le dijo a ella: «El mayor servirá al menor».;Esp
4863;Y así está escrito: «Amé a Jacob, pero aborrecí a Esaú».;Esp
4864;¿Qué concluiremos? ¿Acaso es Dios injusto? ¡De ninguna manera!;Esp
4865;Es un hecho que a Moisés le dice: «Tendré clemencia de quien yo quiera tenerla, y seré compasivo con quien yo quiera serlo».;Esp
4866;Por lo tanto, la elección no depende del deseo ni del esfuerzo humano, sino de la misericordia de Dios.;Esp
4867;Porque la Escritura le dice al faraón: «Te he levantado precisamente para mostrar en ti mi poder, y para que mi nombre sea proclamado por toda la tierra».;Esp
4868;Así que Dios tiene misericordia de quien él quiere tenerla, y endurece a quien él quiere endurecer.;Esp
4869;Pero tú me dirás: «Entonces, ¿por qué todavía nos echa la culpa Dios? ¿Quién puede oponerse a su voluntad?»;Esp
4870;Respondo: ¿Quién eres tú para pedirle cuentas a Dios? «¿Acaso le dirá la olla de barro al que la modeló: “¿Por qué me hiciste así?”?»;Esp
4871;¿No tiene derecho el alfarero de hacer del mismo barro unas vasijas para usos especiales y otras para fines ordinarios?;Esp
4872;¿Y qué si Dios, queriendo mostrar su ira y dar a conocer su poder, soportó con mucha paciencia a los que eran objeto de su castigo y estaban destinados a la destrucción?;Esp
4873;¿Qué si lo hizo para dar a conocer sus gloriosas riquezas a los que eran objeto de su misericordia, y a quienes de antemano preparó para esa gloria?;Esp
4874;Esos somos nosotros, a quienes Dios llamó no solo de entre los judíos, sino también de entre los gentiles .;Esp
4875;"Así lo dice Dios en el libro de Oseas: «Llamaré “mi pueblo” a los que no son mi pueblo; y llamaré “mi amada” a la que no es mi amada»,";Esp
4876;«Y sucederá que en el mismo lugar donde se os dijo: “Vosotros no sois mi pueblo”, seréis llamados “hijos del Dios viviente”».;Esp
4877;Hermanos, el deseo de mi corazón, y mi oración a Dios por los israelitas, es que lleguen a ser salvos.;Esp
4878;Puedo declarar en favor de ellos que muestran celo por Dios, pero su celo no se basa en el conocimiento.;Esp
4879;No conociendo la justicia que proviene de Dios, y procurando establecer la suya propia, no se sometieron a la justicia de Dios.;Esp
4880;De hecho, Cristo es el fin de la ley, para que todo el que cree reciba la justicia.;Esp
4881;Así describe Moisés la justicia que se basa en la ley: «Quien practique estas cosas vivirá por ellas».;Esp
4882;Pero la justicia que se basa en la fe afirma: «No digas en tu corazón: “¿Quién subirá al cielo?” (es decir, para hacer bajar a Cristo),;Esp
4883;o “¿Quién bajará al abismo ?”» (es decir, para hacer subir a Cristo de entre los muertos).;Esp
4884;"¿Qué afirma entonces? «La palabra está cerca de ti; la tienes en la boca y en el corazón». Esta es la palabra de fe que predicamos:";Esp
4885;que, si confiesas con tu boca que Jesús es el Señor y crees en tu corazón que Dios lo levantó de entre los muertos , serás salvo.;Esp
4886;Porque con el corazón se cree para ser justificado , pero con la boca se confiesa para ser salvo.;Esp
4887;Así dice la Escritura: «Todo el que confíe en él no será jamás defraudado».;Esp
4888;No hay diferencia entre judíos y gentiles , pues el mismo Señor es Señor de todos y bendice abundantemente a cuantos lo invocan,;Esp
4889;porque «todo el que invoque el nombre del Señor será salvo».;Esp
4890;Ahora bien, ¿cómo invocarán a aquel en quien no han creído? ¿Y cómo creerán en aquel de quien no han oído? ¿Y cómo oirán si no hay quien les predique?;Esp
4891;¿Y quién predicará sin ser enviado? Así está escrito: «¡Qué hermoso es recibir al mensajero que trae buenas nuevas !»;Esp
4892;Sin embargo, no todos los israelitas aceptaron las buenas nuevas. Isaías dice: «Señor, ¿quién ha creído a nuestro mensaje?»;Esp
4893;Así que la fe viene como resultado de oír el mensaje, y el mensaje que se oye es la palabra de Cristo.;Esp
4894;Por lo tanto, pregunto: ¿Acaso rechazó Dios a su pueblo? ¡De ninguna manera! Yo mismo soy israelita, descendiente de Abraham, de la tribu de Benjamín.;Esp
4895;Dios no rechazó a su pueblo, al que de antemano conoció. ¿No sabéis lo que relata la Escritura en cuanto a Elías? Acusó a Israel delante de Dios:;Esp
4896;«Señor, han matado a tus profetas y han derribado tus altares. Yo soy el único que ha quedado con vida, ¡y ahora quieren matarme a mí también!»;Esp
4897;¿Y qué le contestó la voz divina? «He apartado para mí siete mil hombres, los que no se han arrodillado ante Baal».;Esp
4898;Así también hay en la actualidad un remanente escogido por gracia.;Esp
4899;"Y, si es por gracia, ya no es por obras; porque en tal caso la gracia ya no sería gracia.";Esp
4900;¿Qué concluiremos? Pues que Israel no consiguió lo que tanto deseaba, pero sí lo consiguieron los elegidos. Los demás fueron endurecidos,;Esp
4901;como está escrito: «Dios les dio un espíritu insensible, ojos con los que no pueden ver y oídos con los que no pueden oír, hasta el día de hoy».;Esp
4902;Y David dice: «Que sus banquetes se les conviertan en red y en trampa, en tropezadero y en castigo.;Esp
4903;Que se les nublen los ojos para que no vean, y se encorven sus espaldas para siempre».;Esp
4904;Ahora pregunto: ¿Acaso tropezaron para no volver a levantarse? ¡De ninguna manera! Más bien, gracias a su transgresión ha venido la salvación a los gentiles , para que Israel sienta celos.;Esp
4905;Pero, si su transgresión ha enriquecido al mundo, es decir, si su fracaso ha enriquecido a los gentiles, ¡cuánto mayor será la riqueza que su plena restauración producirá!;Esp
4906;Me dirijo ahora a vosotros, los gentiles. Como apóstol vuestro que soy, le hago honor a mi ministerio,;Esp
4907;pues quisiera ver si de algún modo despierto los celos de mi propio pueblo, para así salvar a algunos de ellos.;Esp
4908;Pues, si el haberlos rechazado dio como resultado la reconciliación entre Dios y el mundo, ¿no será su restitución una vuelta a la vida?;Esp
4909;"Si se consagra la parte de la masa que se ofrece como primicias , también se consagra toda la masa; si la raíz es santa, también lo son las ramas.";Esp
4910;Ahora bien, es verdad que algunas de las ramas han sido desgajadas, y que tú, siendo de olivo silvestre, has sido injertado entre las otras ramas. Ahora participas de la savia nutritiva de la raíz del olivo.;Esp
4911;Sin embargo, no te vayas a creer mejor que las ramas originales. Y, si te jactas de ello, ten en cuenta que no eres tú quien nutre a la raíz, sino que es la raíz la que te nutre a ti.;Esp
4912;Tal vez dirás: «Desgajaron unas ramas para que yo fuera injertado».;Esp
4913;"De acuerdo. Pero ellas fueron desgajadas por su falta de fe, y tú por la fe te mantienes firme. Así que no seas arrogante, sino temeroso;";Esp
4914;porque, si Dios no tuvo miramientos con las ramas originales, tampoco los tendrá contigo.;Esp
4915;Por tanto, considera la bondad y la severidad de Dios: severidad hacia los que cayeron y bondad hacia ti. Pero, si no te mantienes en su bondad, tú también serás desgajado.;Esp
4916;Y, si ellos dejan de ser incrédulos, serán injertados, porque Dios tiene poder para injertarlos de nuevo.;Esp
4917;Después de todo, si tú fuiste cortado de un olivo silvestre, al que por naturaleza pertenecías, y contra tu condición natural fuiste injertado en un olivo cultivado, ¡con cuánta mayor facilidad las ramas naturales de ese olivo serán injertadas de nuevo en él!;Esp
4918;Hermanos, quiero que entendáis este misterio para que no os volváis presuntuosos. Parte de Israel se ha endurecido, y así permanecerá hasta que haya entrado la totalidad de los gentiles .;Esp
4919;De esta manera todo Israel será salvo, como está escrito: «El redentor vendrá de Sión y apartará de Jacob la impiedad.;Esp
4920;Y este será mi pacto con ellos cuando perdone sus pecados».;Esp
4921;"Con respecto al evangelio , los israelitas son enemigos de Dios para bien vuestro; pero, si tomamos en cuenta la elección, son amados de Dios por causa de los patriarcas,";Esp
4922;porque las dádivas de Dios son irrevocables, como lo es también su llamamiento.;Esp
4923;"De hecho, en otro tiempo vosotros fuisteis desobedientes a Dios; pero ahora, por la desobediencia de los israelitas, habéis sido objeto de su misericordia.";Esp
4924;Así mismo, estos que han desobedecido recibirán misericordia ahora, como resultado de la misericordia de Dios hacia vosotros.;Esp
4925;En fin, Dios ha sujetado a todos a la desobediencia, con el fin de tener misericordia de todos.;Esp
4926;¡Qué profundas son las riquezas de la sabiduría y del conocimiento de Dios! ¡Qué indescifrables sus juicios e impenetrables sus caminos!;Esp
4927;Por lo tanto, hermanos, tomando en cuenta la misericordia de Dios, os ruego que cada uno de vosotros, en adoración espiritual, ofrezca su cuerpo como sacrificio vivo, santo y agradable a Dios.;Esp
4928;No os amoldéis al mundo actual, sino sed transformados mediante la renovación de vuestra mente. Así podréis comprobar cuál es la voluntad de Dios, buena, agradable y perfecta.;Esp
4929;Por la gracia que se me ha dado, os digo a todos vosotros: Nadie tenga un concepto de sí más alto que el que debe tener, sino más bien piense de sí mismo con moderación, según la medida de fe que Dios le haya dado.;Esp
4930;Pues, así como cada uno de nosotros tiene un solo cuerpo con muchos miembros, y no todos estos miembros desempeñan la misma función,;Esp
4931;también nosotros, siendo muchos, formamos un solo cuerpo en Cristo, y cada miembro está unido a todos los demás.;Esp
4932;"Tenemos dones diferentes, según la gracia que se nos ha dado. Si el don de alguien es el de profecía, que lo use en proporción con su fe;";Esp
4933;"si es el de prestar un servicio, que lo preste; si es el de enseñar, que enseñe;";Esp
4934;"si es el de animar a otros, que los anime; si es el de socorrer a los necesitados, que dé con generosidad; si es el de dirigir, que dirija con esmero; si es el de mostrar compasión, que lo haga con alegría.";Esp
4935;"El amor debe ser sincero. Aborreced el mal; aferraos al bien.";Esp
4936;Amaos los unos a los otros con amor fraternal, respetándoos y honrándoos mutuamente.;Esp
4937;"Nunca dejéis de ser diligentes; antes bien, servid al Señor con el fervor que da el Espíritu.";Esp
4938;Alegraos en la esperanza, mostrad paciencia en el sufrimiento, perseverad en la oración.;Esp
4939;Ayudad a los hermanos necesitados. Practicad la hospitalidad.;Esp
4940;"Bendecid a quienes os persigan; bendecid y no maldigáis.";Esp
4941;"Alegraos con los que están alegres; llorad con los que lloran.";Esp
4942;Vivid en armonía los unos con los otros. No seáis arrogantes, sino haceos solidarios con los humildes. No os creáis que sois los únicos que sabéis.;Esp
4943;No paguéis a nadie mal por mal. Procurad hacer lo bueno delante de todos.;Esp
4944;Si es posible, y en cuanto dependa de vosotros, vivid en paz con todos.;Esp
4945;"No os venguéis, hermanos míos, sino dejad el castigo en las manos de Dios, porque está escrito: «Mía es la venganza; yo pagaré», dice el Señor.";Esp
4946;"Antes bien, «Si tu enemigo tiene hambre, dale de comer; si tiene sed, dale de beber. Actuando así, harás que se avergüence de su conducta».";Esp
4947;"No te dejes vencer por el mal; al contrario, vence el mal con el bien.";Esp
4948;Todos deben someterse a las autoridades públicas, pues no hay autoridad que Dios no haya dispuesto, así que las que existen fueron establecidas por él.;Esp
4949;Por lo tanto, todo el que se opone a la autoridad se rebela contra lo que Dios ha instituido. Los que así proceden recibirán castigo.;Esp
4950;Porque los gobernantes no están para infundir terror a los que hacen lo bueno, sino a los que hacen lo malo. ¿Quieres librarte del miedo a la autoridad? Haz lo bueno, y tendrás su aprobación,;Esp
4951;pues está al servicio de Dios para tu bien. Pero, si haces lo malo, entonces debes tener miedo. No en vano lleva la espada, pues está al servicio de Dios para impartir justicia y castigar al malhechor.;Esp
4952;Así que es necesario someterse a las autoridades no solo para evitar el castigo, sino también por razones de conciencia.;Esp
4953;Por eso mismo pagáis impuestos, pues las autoridades están al servicio de Dios, dedicadas precisamente a gobernar.;Esp
4954;"Pagad a cada uno lo que le corresponda: si debéis impuestos, pagad los impuestos; si debéis contribuciones, pagad las contribuciones; al que debáis respeto, mostradle respeto; al que debáis honor, rendidle honor.";Esp
4955;No tengáis deudas pendientes con nadie, a no ser la de amaros unos a otros. De hecho, quien ama al prójimo ha cumplido la ley.;Esp
4956;Porque los mandamientos que dicen: «No cometas adulterio», «No mates», «No robes», «No codicies», y todos los demás mandamientos, se resumen en este precepto: «Ama a tu prójimo como a ti mismo».;Esp
4957;El amor no perjudica al prójimo. Así que el amor es el cumplimiento de la ley.;Esp
4958;Haced todo esto estando conscientes del tiempo en que vivimos. Ya es hora de que despertéis del sueño, pues nuestra salvación está ahora más cerca que cuando inicialmente creímos.;Esp
4959;Recibid al que es débil en la fe, pero no para entrar en discusiones.;Esp
4960;A algunos su fe les permite comer de todo, pero hay quienes son débiles en la fe, y solo comen verduras.;Esp
4961;El que come de todo no debe menospreciar al que no come ciertas cosas, y el que no come de todo no debe condenar al que lo hace, pues Dios lo ha aceptado.;Esp
4962;¿Quién eres tú para juzgar al siervo de otro? Que se mantenga en pie, o que caiga, es asunto de su propio señor. Y se mantendrá en pie, porque el Señor tiene poder para sostenerlo.;Esp
4963;Hay quien considera que un día tiene más importancia que otro, pero hay quien considera iguales todos los días. Cada uno debe estar firme en sus propias opiniones.;Esp
4964;"El que le da importancia especial a cierto día, lo hace para el Señor. El que come de todo, come para el Señor, y lo demuestra dándole gracias a Dios; y el que no come, para el Señor se abstiene, y también da gracias a Dios.";Esp
4965;Porque ninguno de nosotros vive para sí mismo, ni tampoco muere para sí.;Esp
4966;"Si vivimos, para el Señor vivimos; y, si morimos, para el Señor morimos. Así pues, sea que vivamos o que muramos, del Señor somos.";Esp
4967;Para esto mismo murió Cristo y volvió a vivir, para ser Señor tanto de los que han muerto como de los que aún viven.;Esp
4968;Tú, entonces, ¿por qué juzgas a tu hermano? O tú, ¿por qué lo menosprecias? ¡Todos tendremos que comparecer ante el tribunal de Dios!;Esp
4969;Está escrito: «Tan cierto como que yo vivo —dice el Señor—, ante mí se doblará toda rodilla y toda lengua confesará a Dios».;Esp
4970;Así que cada uno de nosotros tendrá que dar cuentas de sí a Dios.;Esp
4971;Por tanto, dejemos de juzgarnos unos a otros. Más bien, proponeos no poner tropiezos ni obstáculos al hermano.;Esp
4972;Yo, de mi parte, estoy plenamente convencido en el Señor Jesús de que no hay nada impuro en sí mismo. Si algo es impuro, lo es solamente para quien así lo considera.;Esp
4973;Ahora bien, si tu hermano se angustia por causa de lo que comes, ya no te comportas con amor. No destruyas, por causa de la comida, al hermano por quien Cristo murió.;Esp
4974;En una palabra, no deis lugar a que se hable mal del bien que vosotros practicáis,;Esp
4975;porque el reino de Dios no es cuestión de comidas o bebidas, sino de justicia, paz y alegría en el Espíritu Santo.;Esp
4976;El que de esta manera sirve a Cristo agrada a Dios y es aprobado por sus semejantes.;Esp
4977;Por lo tanto, esforcémonos por promover todo lo que conduzca a la paz y a la mutua edificación.;Esp
4978;"No destruyas la obra de Dios por causa de la comida. Todo alimento es puro; lo malo es hacer tropezar a otros por lo que uno come.";Esp
4979;Más vale no comer carne ni beber vino, ni hacer nada que haga caer a tu hermano.;Esp
4980;Así que la convicción que tengas tú al respecto, mantenla como algo entre Dios y tú. Dichoso aquel a quien su conciencia no lo acusa por lo que hace.;Esp
4981;Los fuertes en la fe debemos apoyar a los débiles, en vez de hacer lo que nos agrada.;Esp
4982;Cada uno debe agradar al prójimo para su bien, con el fin de edificarlo.;Esp
4983;Porque ni siquiera Cristo se agradó a sí mismo, sino que, como está escrito: «Sobre mí han recaído los insultos de tus detractores».;Esp
4984;De hecho, todo lo que se escribió en el pasado se escribió para enseñarnos, a fin de que, alentados por las Escrituras, perseveremos en mantener nuestra esperanza.;Esp
4985;Que el Dios que infunde aliento y perseverancia os conceda vivir juntos en armonía, conforme al ejemplo de Cristo Jesús,;Esp
4986;para que con un solo corazón y a una sola voz glorifiquéis al Dios y Padre de nuestro Señor Jesucristo.;Esp
4987;Por tanto, aceptaos mutuamente, así como Cristo os aceptó a vosotros para gloria de Dios.;Esp
4988;Os digo que Cristo se hizo servidor de los judíos para demostrar la fidelidad de Dios, a fin de confirmar las promesas hechas a los patriarcas,;Esp
4989;"y para que los gentiles glorifiquen a Dios por su compasión, como está escrito: «Por eso te alabaré entre las naciones ; cantaré salmos a tu nombre».";Esp
4990;En otro pasaje dice: «Alegraos, naciones, con el pueblo de Dios».;Esp
4991;Y en otra parte: «¡Alabad al Señor, naciones todas! ¡Pueblos todos, cantadle alabanzas!»;Esp
4992;"A su vez, Isaías afirma: «Brotará la raíz de Isaí, el que se levantará para gobernar a las naciones; en él los pueblos pondrán su esperanza».";Esp
4993;Que el Dios de la esperanza os llene de toda alegría y paz a vosotros que creéis en él, para que reboséis de esperanza por el poder del Espíritu Santo.;Esp
4994;Por mi parte, hermanos míos, estoy seguro de que vosotros mismos rebosáis de bondad, abundáis en conocimiento y estáis capacitados para instruiros unos a otros.;Esp
4995;Sin embargo, os he escrito con mucha franqueza sobre algunos asuntos, como para refrescaros la memoria. Me he atrevido a hacerlo por causa de la gracia que Dios me dio;Esp
4996;para ser ministro de Cristo Jesús a los gentiles . Yo tengo el deber sacerdotal de proclamar el evangelio de Dios, a fin de que los gentiles lleguen a ser una ofrenda aceptable a Dios, santificada por el Espíritu Santo.;Esp
4997;Por tanto, mi servicio a Dios es para mí motivo de orgullo en Cristo Jesús.;Esp
4998;No me atreveré a hablar de nada sino de lo que Cristo ha hecho por medio de mí para que los gentiles lleguen a obedecer a Dios. Lo ha hecho con palabras y obras,;Esp
4999;mediante poderosas señales y milagros, por el poder del Espíritu de Dios. Así que, habiendo comenzado en Jerusalén, he completado la proclamación del evangelio de Cristo por todas partes, hasta la región de Iliria.;Esp
5000;En efecto, mi propósito ha sido predicar el evangelio donde Cristo no sea conocido, para no edificar sobre fundamento ajeno.;Esp
5001;"Más bien, como está escrito: «Los que nunca habían recibido noticia de él lo verán; y entenderán los que no habían oído hablar de él».";Esp
5002;Este trabajo es lo que muchas veces me ha impedido ir a visitaros.;Esp
5003;Pero ahora que ya no me queda un lugar dónde trabajar en estas regiones, y como desde hace muchos años anhelo veros,;Esp
5004;tengo planes de visitaros cuando vaya rumbo a España. Espero que, después de que haya disfrutado de vuestra compañía por algún tiempo, me ayudéis a continuar el viaje.;Esp
5005;Por ahora, voy a Jerusalén para llevar ayuda a los hermanos,;Esp
5006;ya que Macedonia y Acaya tuvieron a bien hacer una colecta para los hermanos pobres de Jerusalén.;Esp
5007;Lo hicieron de buena voluntad, aunque en realidad era su obligación hacerlo. Porque, si los gentiles han participado de las bendiciones espirituales de los judíos, están en deuda con ellos para servirles con las bendiciones materiales.;Esp
5008;Así que, una vez que yo haya cumplido esta tarea y entregado en sus manos este fruto, saldré para España y de paso os visitaré a vosotros.;Esp
5009;Sé que, cuando os visite, iré con la abundante bendición de Cristo.;Esp
5010;Os recomiendo a nuestra hermana Febe, diaconisa de la iglesia de Cencreas.;Esp
5011;"Os pido que la recibáis dignamente en el Señor, como conviene hacerlo entre hermanos en la fe; prestadle toda la ayuda que necesite, porque ella ha ayudado a muchas personas, entre las que me cuento yo.";Esp
5012;Saludad a Priscila y a Aquila, mis compañeros de trabajo en Cristo Jesús.;Esp
5013;Por salvarme la vida , ellos arriesgaron la suya. Tanto yo como todas las iglesias de los gentiles les estamos agradecidos.;Esp
5014;Saludad igualmente a la iglesia que se reúne en su casa. Saludad a mi querido hermano Epeneto, el primer convertido a Cristo en la provincia de Asia .;Esp
5015;Saludad a María, que tanto ha trabajado por vosotros.;Esp
5016;Saludad a Andrónico y a Junías, mis parientes y compañeros de cárcel, destacados entre los apóstoles y convertidos a Cristo antes que yo.;Esp
5017;Saludad a Amplias, mi querido hermano en el Señor.;Esp
5018;Saludad a Urbano, nuestro compañero de trabajo en Cristo, y a mi querido hermano Estaquis.;Esp
5019;Saludad a Apeles, que ha dado tantas pruebas de su fe en Cristo. Saludad a los de la familia de Aristóbulo.;Esp
5020;Saludad a Herodión, mi pariente. Saludad a los de la familia de Narciso, fieles en el Señor.;Esp
5021;Saludad a Trifena y a Trifosa, las cuales se esfuerzan trabajando por el Señor. Saludad a mi querida hermana Pérsida, que ha trabajado muchísimo en el Señor.;Esp
5022;Saludad a Rufo, distinguido creyente, y a su madre, que ha sido también como una madre para mí.;Esp
5023;Saludad a Asíncrito, a Flegonte, a Hermes, a Patrobas, a Hermas y a los hermanos que están con ellos.;Esp
5024;Saludad a Filólogo, a Julia, a Nereo y a su hermana, a Olimpas y a todos los hermanos que están con ellos.;Esp
5025;Saludaos unos a otros con un beso santo. Todas las iglesias de Cristo os mandan saludos.;Esp
5026;Os ruego, hermanos, que os cuidéis de los que causan divisiones y dificultades, y van en contra de lo que a vosotros se os ha enseñado. Apartaos de ellos.;Esp
5027;Tales individuos no sirven a Cristo nuestro Señor, sino a sus propios deseos. Con palabras suaves y lisonjeras engañan a los ingenuos.;Esp
5028;"Es cierto que vosotros vivís en obediencia, lo que es bien conocido de todos y me alegra mucho; pero quiero que seáis sagaces para el bien e inocentes para el mal.";Esp
5029;Muy pronto el Dios de paz aplastará a Satanás bajo vuestros pies. Que la gracia de nuestro Señor Jesús sea con vosotros.;Esp
5030;Saludos de parte de Timoteo, mi compañero de trabajo, como también de Lucio, Jasón y Sosípater, mis parientes.;Esp
5031;Yo, Tercio, que escribo esta carta, os saludo en el Señor.;Esp
5032;Saludos de parte de Gayo, de cuya hospitalidad disfrutamos yo y toda la iglesia de este lugar. También os mandan saludos Erasto, que es el tesorero de la ciudad, y nuestro hermano Cuarto.;Esp
5033;Que la gracia de nuestro Señor Jesucristo sea con todos ustedes. Amén.;Esp
5034;Y al que puede fortalecerlos conforme a mi evangelio y a la predicación de Jesucristo, según la revelación del misterio que se ha mantenido oculto desde tiempos eternos,;Esp
5035;pero que ahora ha sido revelado por medio de las Escrituras de los profetas, y que de acuerdo al mandamiento del Dios eterno se ha dado a conocer a todas las naciones para que obedezcan a la fe,;Esp
5036;al único sabio Dios, sea la gloria para siempre por medio de Jesucristo! Amén.;Esp
5037;Pablo, llamado por la voluntad de Dios a ser apóstol de Cristo Jesús, y nuestro hermano Sóstenes,;Esp
5038;a la iglesia de Dios que está en Corinto, a los que han sido santificados en Cristo Jesús y llamados a ser su santo pueblo, junto con todos los que en todas partes invocan el nombre de nuestro Señor Jesucristo, Señor de ellos y de nosotros:;Esp
5039;Que Dios nuestro Padre y el Señor Jesucristo os concedan gracia y paz.;Esp
5040;Siempre doy gracias a Dios por vosotros, pues él, en Cristo Jesús, os ha dado su gracia.;Esp
5041;Unidos a Cristo vosotros os habéis llenado de toda riqueza, tanto en palabra como en conocimiento.;Esp
5042;Así se ha confirmado en vosotros nuestro testimonio acerca de Cristo,;Esp
5043;de modo que no os falta ningún don espiritual mientras esperáis con ansias que se manifieste nuestro Señor Jesucristo.;Esp
5044;Él os mantendrá firmes hasta el fin, para que seáis irreprochables en el día de nuestro Señor Jesucristo.;Esp
5045;Fiel es Dios, quien os ha llamado a tener comunión con su Hijo Jesucristo, nuestro Señor.;Esp
5046;Os suplico, hermanos, en el nombre de nuestro Señor Jesucristo, que todos viváis en armonía y que no haya divisiones entre vosotros, sino que os mantengáis unidos en un mismo pensar y en un mismo propósito.;Esp
5047;Digo esto, hermanos míos, porque algunos de la familia de Cloé me han informado de que hay rivalidades entre vosotros.;Esp
5048;"Me refiero a que unos dicen: «Yo sigo a Pablo»; otros afirman: «Yo, a Apolos»; otros: «Yo, a Cefas »; y otros: «Yo, a Cristo».";Esp
5049;¡Cómo! ¿Está dividido Cristo? ¿Acaso Pablo fue crucificado por vosotros? ¿O es que fuisteis bautizados en el nombre de Pablo?;Esp
5050;Gracias a Dios que no bauticé a ninguno de vosotros, excepto a Crispo y a Gayo,;Esp
5051;de modo que nadie puede decir que fue bautizado en mi nombre.;Esp
5052;"Bueno, también bauticé a la familia de Estéfanas; fuera de estos, no recuerdo haber bautizado a ningún otro.";Esp
5053;Pues Cristo no me envió a bautizar, sino a predicar el evangelio , y eso sin discursos de sabiduría humana, para que la cruz de Cristo no perdiera su eficacia.;Esp
5054;"Me explico: El mensaje de la cruz es una locura para los que se pierden; en cambio, para los que se salvan, es decir, para nosotros, este mensaje es el poder de Dios.";Esp
5055;"Pues está escrito: «Destruiré la sabiduría de los sabios; frustraré la inteligencia de los inteligentes».";Esp
5056;¿Dónde está el sabio? ¿Dónde el erudito? ¿Dónde el filósofo de esta época? ¿No ha convertido Dios en locura la sabiduría de este mundo?;Esp
5057;Ya que Dios, en su sabio designio, dispuso que el mundo no lo conociera mediante la sabiduría humana, tuvo a bien salvar, mediante la locura de la predicación, a los que creen.;Esp
5058;Los judíos piden señales milagrosas y los gentiles buscan sabiduría,;Esp
5059;mientras que nosotros predicamos a Cristo crucificado. Este mensaje es motivo de tropiezo para los judíos, y es locura para los gentiles,;Esp
5060;pero para los que Dios ha llamado, lo mismo judíos que gentiles, Cristo es el poder de Dios y la sabiduría de Dios.;Esp
5061;Pues la locura de Dios es más sabia que la sabiduría humana, y la debilidad de Dios es más fuerte que la fuerza humana.;Esp
5062;Yo mismo, hermanos, cuando fui a anunciaros el testimonio de Dios, no lo hice con gran elocuencia y sabiduría.;Esp
5063;Me propuse más bien, estando entre vosotros, no saber de cosa alguna, excepto de Jesucristo, y de este crucificado.;Esp
5064;Es más, me presenté ante vosotros con tanta debilidad que temblaba de miedo.;Esp
5065;No os hablé ni os prediqué con palabras sabias y elocuentes, sino con demostración del poder del Espíritu,;Esp
5066;para que vuestra fe no dependiera de la sabiduría humana, sino del poder de Dios.;Esp
5067;En cambio, hablamos con sabiduría entre los que han alcanzado madurez, pero no con la sabiduría de este mundo ni con la de sus gobernantes, los cuales terminarán en nada.;Esp
5068;Más bien, exponemos el misterio de la sabiduría de Dios, una sabiduría que ha estado escondida y que Dios había destinado para nuestra gloria desde la eternidad.;Esp
5069;Ninguno de los gobernantes de este mundo la entendió, porque de haberla entendido no habrían crucificado al Señor de la gloria.;Esp
5070;Sin embargo, como está escrito: «Ningún ojo ha visto, ningún oído ha escuchado, ninguna mente humana ha concebido lo que Dios ha preparado para quienes lo aman».;Esp
