Item;Oracion;Lenguaje
3871;“Akatsaꞌa nnojolüin jüüjüweein na watuushinuukana nümüin, nayouktajaa amaachi maꞌi nia. Aleꞌejaweesü maꞌi naaꞌin nachukuaꞌa Egiptomüin.;guc
3872;Süka kamaꞌain Moisés saaꞌu tü uuchikat, müshii naya nümüin Aarón: ‘Paainja wamüin wane suꞌuyaakua kasa süpüla wamaleiwasee, tü oꞌunirajatkat waya. Süka jamüin, chi Moisés ayuꞌtkai waya Egiptojee, nnojotsü watüjaa aaꞌu kasain alatüin nümüin’.;guc
3873;Je naainjakalaka suꞌuyaakua paaꞌa süpüla namaleiwaseyawaa. Noꞌutakalaka saaꞌin mürüt süpüla naapüin sümüin, naꞌwaajia shia. Emiꞌijaashii naya saaꞌu tü kasa naainjakat.;guc
3874;Je sütümajee tüü, ayakalaashi Maleiwakai noulia. Niyüülajüin naya sünain naꞌwaajüin tü jolotsükalüirua süpüla neꞌrüinjatüin tü müliaa saapeetkat namüin. Müshiꞌisa Maleiwakai suluꞌu tü karaloukta kaluꞌukat tü nashajakat na nünüikimaajanakana: ‘Jiakana nuuꞌuliwoꞌukana Israel, wanaa sümaa chajanainkain jia waraittüin pienchi shikii juya sainküinpünaa tü isashiikat, ¿juꞌuta aaꞌinrü mürüt tamüin otta juꞌwaajüinka taya?;guc
3875;Mataasükai shiakai jülüꞌüjaakuu jümüin tü miichi juꞌwaajiakat chi jümaleiwaseyaa kanüliakai Moloc otta nuꞌuyaakua chi jolotshi jümaleiwaseyaashikai, chi jolotshi kanüliakai Refán, na anaa jaainjüin süpüla juꞌwaajaa. Sünainjee tia, tajuittireena jia suluꞌujee juumain, je tajünaweena jia chejeeruꞌu sünain tü pueulokat Babilonia’, nümakalaka Maleiwakai namüin.;guc
3876;“Chaiwaꞌaya na watuushikana sainküinpünaa tü isashiikat, Moisés, naainjirüin naya wane miichi naꞌwaajiainjatü Maleiwakai. Naainjain shia suluꞌu tü sükuaippa niiꞌiyatakat Maleiwakai nümüin Moisés shiainjatüin saainjiain. Je yala suluꞌu, nanaajaain tü ipa ashajünakat anain paala tü pütchi eꞌitaanakat nütüma Maleiwakai napüla. Nalüꞌüjaakuu namüsü tü miichikat eepünaale naya chaꞌaya sainküin tü isashiikat.;guc
3877;Ouktapa naya yala isashiipaꞌa, apütünüsü tü miichikat napüla na nachooinkana. Je nalüꞌüjüin shia namaa nekerotpa nümaa Josué suluꞌumüin tü mma nasünaakat suulia tü wane wayuukalüirua, na anaa niipiijaain Maleiwakai napüleerua. Je tü miichikat, ayatsia namaꞌana sünainmüinreꞌeya nükaꞌiya David.;guc
3878;“Chi laülaashikai David, anashiishi nümüin Maleiwakai. Je nia, nüchuntüinyaajeꞌe nümüin Maleiwakai niainjachin niakai aainjüin wane miichi nümüin eekai jimatüinjatüin, süpüla aꞌwaajiaa Maleiwakai, chi Nümaleiwasekai chi watuushikai Jacob.;guc
3879;Niakaijasa akumajirirüin shia Salomón, chi nüchonkaꞌiya neꞌe David. Tü miichikat, shia wane miichi miyoꞌu aainjuushi süka ipa.;guc
3880;Shiajasa nnojolinjaꞌa kepiain chi Maleiwa Miyoꞌushikai maꞌi suluꞌu miichi saainjanain wayuu. Maa aka nümakat Maleiwakai nuwaraluꞌupünaa chi nünüikimaajachikai:;guc
3881;‘Tü sirumakat shia teinaseka süpüla aluwatawaa otta tü mmakat shia süpülajanakaꞌaya tooꞌui. ¿Kasa wayuu miichi tü jaainjeetkat tapüla?’, müshi Maleiwakai. ‘¿Jaraleerü miichi tia teemeraainjatkat aluꞌu;guc
3882;sünain tayain kaainjanain tü kasakat süpüshuaꞌa?’ ”;guc
3883;Ayatshia Esteban sünain aashajawaa sümüin tü laülaayuukalüirua: —Otta jiakana, wayuu iche aaꞌinchii jia. Müshiijeseꞌe saaꞌin wayuu manoulasat süka nnojolüin jaaꞌa jümüin sümüin nünüikü Maleiwa otta nnojolüin joonooin sümaa. Jiyouktüin tü naaꞌinreekat chi Naaꞌinkai Maleiwa. Müshiꞌiya aka neꞌe jia naaꞌin na jutuushinuukanainnua paala sümaiwa.;guc
3884;Nnojoishi eeichin wane naꞌakajee na nünüikimaajanakana Maleiwa eekai nnojolin müliain natüma na jutuushikana. Noꞌuta aaꞌinna na eekai naküjain süpülainpüshi nüntüin chi Nüchepchiakai Maleiwa, chi aaꞌinrakai nümüin waneepia tü nüchekakat, chi anii jaapüinkain ekii sünain juꞌutirüin naaꞌin.;guc
3885;Mayaainjeꞌe saapuushin jümüin nakajee na aapieekana tü nuluwataakat anain chi Maleiwakai, nnojotsü kasajatüyaain jümüin.;guc
3886;Shiasaꞌa naapapa tü nümakat Esteban namüin, üttüsü maꞌi naaꞌin otta jashichishii maꞌi naya nümüin.;guc
3887;Je Esteban, sütüma niain katsüin chi Naaꞌinkai Maleiwa naaꞌu otta sünain chain chüntüin noꞌu iipünaamüin, niꞌrakalaka chi Maleiwakai sünain anashantain maꞌi nia otta Jesús shaꞌwatüin nikialuꞌujee Maleiwakai.;guc
3888;Nümakalaka namüin na wayuukana: —¡Jiirakaa! Teꞌrüin jutatüin tü sirumakat otta chi Shipayakai Wayuu shaꞌwatüin nikialuꞌujee Maleiwa sünain laülawaa naꞌatoꞌujee.;guc
3889;Nayasaꞌa nayakana, macheꞌeyaakalaka naya suulia tü nümakat namüin. Sünain naꞌwaatüin, nawanaajaakalaka nooꞌomüin Esteban sünain nasaapünaajaain nümaa.;guc
3890;Nayuꞌtkalaka nia anooipaꞌamüin suulia tü pueulokat eere nia naꞌinaꞌalüin süka ipa. Je na wayuu aküjashiikana maꞌi nüchikü, naakajaain nasheꞌin süpüla naꞌinaꞌalüin nia, yaakalaka shia napütüin nüpüla wane jimaꞌai kanüliashi Saulo.;guc
3891;Je Esteban sünain yaain nüꞌinaꞌannüin süka ipa, aashajaashi nümüin Jesús. Müshi nia: “Senyotkalee Jesús, paapaa taaꞌin”.;guc
3892;Nujutuukalaka süka nüsapain mmoluꞌu sünain nuꞌwaatüin emetut: “Senyotkalee, nnojo kachipünaain paaꞌin namüin na wayuukana tü naaꞌinrakat taka”. Je süchikijee nümüin tüü, ouktakalaka nia.;guc
3893;Je eejaittaala Saulo sünain “Anashi müleka nuꞌutünüle aaꞌin” sünain maa nümüin Esteban. Je soꞌuya neꞌe kaꞌikat tia, saaꞌinnakalaka wane müliaatajaa aaꞌin namüin na anoujashiikana chajanakana Jerusalén natüma na judío manoujainsaliikana. Naꞌwalakajaakalaka joo napüshuaꞌaleꞌeya shiꞌipa tü mmakat Judea otta Samaria. Nayaꞌala neꞌe apütaꞌalaaka, na Aluwataaushikana chaꞌaya Jerusalén.;guc
3894;Je wane wayuuinnua keisalajüshii sümüin nakuaippa nuꞌupala Maleiwakai, nojoitüin joo Esteban sünain wattain saalin neꞌira nüchiirua.;guc
3895;Yaakaijasaꞌa Saulo sümaa najaꞌlajeꞌereein maꞌi na anoujashiikana. Ekerojotaashi nia suluꞌu nepia waneꞌewai nakua sünain najaraijüin naya suluꞌujee süpüla nüpüreesajirüinjanain naya, maa aka tooloyuu otta jieyuu.;guc
3896;Nayasaꞌa na aꞌwalakajaakana paala, aküjashii naya tü pütchi nüchikümaajatkat Jesús eepünaaleje naya.;guc
3897;Oꞌunakaꞌiya Felipe chai nukua suluꞌumüin tü pueulo miyoꞌusükat suluꞌu Samaria, je yala nüküja achikichi chi Cristokai sümüin tü wayuukalüirua.;guc
3898;Je na wayuukana, naapajapa tü nümakat Felipe namüin otta neꞌrapa tü kasa naaꞌinrakat Felipe nütüma Maleiwakai, tü kasa nütüjakat apüleerua Maleiwa nümüiwa, tü niiꞌiyatakat aka nüpülain, kacheꞌejüshii maꞌi naya napüshuaꞌa süpüla tü naashajaakat achikü namaa.;guc
3899;Eesü kojuya wayuu kaleꞌeruꞌusü yolujaa, ayuꞌlaasü shia naleꞌeruꞌujee. Ayuꞌlaajüsü sünain kookotajüin. Otta eesü kojuya wayuu anakat nütüma, türa eekai ouktüin süsaꞌa sümaa türa eekai masaꞌain.;guc
3900;Eekalaka maꞌi saaꞌin wane miyoꞌu talataa suluꞌu tia pueulokat.;guc
3901;Je yala eeshi wane wayuu kanüliashi Simón. Je nia, wane wayuu ouutshi, chajachijeseꞌe nia suluꞌu tia pueulokat sünain naꞌalainpalajüin tü wayuukalüirua chajatkat suluꞌu Samaria. Je sümüin tü wayuukalüirua, aꞌwaataashi maꞌi nia nuluꞌujiraa sünain nülanaain suulia tü waneeirua wayuukalüirua naashin.;guc
3902;Napüshuaꞌaleꞌeya na wayuukana, makat aka wayuu eekai müliain nanainmüinreꞌeya na wayuu eekai anapülin, kacheꞌejüshii maꞌi süpüla tü nümakat namüin. Otta majataashii naya nümüin: “Niaꞌa chii, chi ‘Nüpülainmaajachi Maleiwa’ münakai”.;guc
3903;Oonooshii naya sümaa tü nümakat namüin süka kakaliainain naya sünain naꞌalainpalakuu nümüin naya süka tü kasa naaꞌinrakat süka tü outsüü eekat nümaꞌana.;guc
3904;Shiasaꞌa wanaa sümaa nanoujain nümüin Felipe tü pütchi anasükat nüküjakat namüin süchikü tü nükuaippakat Maleiwa sünain aluwatawaa otta nüchikü chi wayuukai kanüliakai Jesucristo, nawoutisaajitkalaka, makana aka wayuu tooloyuu otta wayuu jieyuu.;guc
3905;Otta anoujashi chi Simónkaꞌiya sümaa nuwoutisaajiraleꞌeinya. Je süchikijee, nümaakuu nümüshi joo nia Felipe eepünaale nia, ainkuꞌuwaisejeseꞌe maꞌi naaꞌin eepünaale niꞌrüin Felipe sünain naaꞌinrüin tü kasa nütüjakat apüleerua Maleiwa nümüiwa, tü niiꞌiyatakat aka nüpülain.;guc
3906;Nayasaꞌa na Aluwataaushikana chajanakana Jerusalén, naapapa nachikü na wayuu chajanakana Samaria sünain nanoujain sünain tü nünüikükat chi Maleiwakai, najütüin Pedro nümaa Juan chamüin nanainmüin.;guc
3907;Nantapa chamüin, aashajaashii naya nümaa chi Maleiwakai naaꞌu na anoujashiikana süpüla nüntajachin chi Naaꞌinkai Maleiwa suluꞌumüin naaꞌin waneꞌewai nakua,;guc
3908;süka mantüinyüliꞌinya nia suluꞌumüin naaꞌinrua. Shia eeka neꞌe, woutiisain naya saaꞌu nünülia chi Senyotkai Jesús.;guc
3909;Je Pedro nümaa Juan, neꞌitaakalaka najapü naaꞌuirua shiyaawase nachuntüin süpüla nikerolüinjachin chi Naaꞌinkai Maleiwa suluꞌumüin naaꞌinrua na wayuukana. Nikerotkalajaꞌayaka suluꞌumüin naaꞌinrua.;guc
3910;Niꞌrapa Simón sünain nikerolüin chi Naaꞌinkai Maleiwa suluꞌumüin naaꞌinrua na anoujashiikana sükajee neꞌitaain najapü na Aluwataaushikana naaꞌuirua, nüküjakalaka süchikü neerü namüin;guc
3911;sünain nümüin: —Icheꞌera tamüin türa pülaa jümaꞌanakat tamaꞌanaiwa wanaa jümaa süpüla nikerolüinjachiꞌinya chi Naaꞌinkai Maleiwa suluꞌumüin naaꞌinrua na wayuu eekai teꞌitaain tajapü naaꞌuirua, maa aka jütüma.;guc
3912;Nümakalaka Pedro nümüin: —¡Amülouijiraa pümata nümaa Yolujaakai sümaa tü pünneetsekat saaꞌu suwataain pikiiruꞌumüin piyalajeein tü kasa nüsülajakat Maleiwakai wamüin, tü wainkakat aka waaꞌinrüin kasa eekai müin aka tüü!;guc
3913;Nnojoishi pia eeinjachin apashii sünain tü aꞌyatawaakat süka wayuuin pia nnojoishi pansaain aaꞌin nuꞌupala chi Maleiwakai.;guc
3914;Puuꞌulaa suulia türa paainjalakat otta puchunta nümüin chi Maleiwakai kamaꞌache mototoojeerüle naaꞌin pümüin saashajaala paaꞌin.;guc
3915;Teꞌrüin tü pükuaippakat sünain ayatüin sünain mojuin maꞌi shia. Nülerajüin maꞌi chi Maleiwakai akuaippaa eekai müin aka türa. Piakai, müshi isakai püchikü sünain puuꞌulaain suulia paainjala.;guc
3916;Niasaꞌa Simón, nümakalaka: —Jaashajaa jiakana nümaa chi Maleiwakai taaꞌu suulia sülanüin tamüin tü kasa mojusü jümakat tamüin.;guc
3917;Je mapa Pedro nümaa Juan, süchikijee naküjain süchikü tü kasa neꞌrakat namaaiwaꞌaya Jesús otta naküjain nünüikü chi Maleiwakai, aleꞌejüshii naya Jerusalénmüin nachukuaꞌa. Je nakuaꞌata, naküja achiküt tü pütchi anasükat nüchikü Jesús chi Oꞌtteꞌerüikai suluꞌupünaa wainma pueulochen suluꞌu tü mmakat Samaria.;guc
3918;Shiasaꞌa mapa, süchikijee tüü, nümakalaka wane aapiee nümaꞌanajeejachi Maleiwakai nümüin Felipe: “¡Pümayawaata! Puꞌuna uuchimüin pukua suluꞌupünaa süpüna Jerusalén chawatkat sünainmüin tü pueulokat Gaza, tü wopu alatakat eere maaꞌinyatuulin mmakat”.;guc
3919;Amayawaajaꞌa nümüin Felipe. Oꞌunüshi nia. Shiasaꞌa suluꞌupünaa tü wopukat, nülatirakalaka nia wane wayuu chejeꞌewai suluꞌu tü mmakat Etiopía. Wayuu kajapuluꞌushi wane miyoꞌu aꞌyatawaa, süpüꞌüyashi suwashirüin Candace, tü aluwataasükat suluꞌu Etiopía. Otta nia, wayuu akapajuushi. Oꞌunüshi paala Jerusalénmüin sünain aꞌwaajaa Maleiwakai suꞌuyaawa kojutüin nia nütüma.;guc
3920;Aleꞌejüshichikalaka nia chai nukua nuumainpaꞌamüin süchikijee aꞌwaajaakat, joyotojoꞌolüin suluꞌu wane kareeta neꞌejenasü sünain aashajeꞌeraa tü ashajuushikat nütüma Isaías, chi nünüikimaajachikai Maleiwa.;guc
3921;Niasaꞌa chi Naaꞌinkai Maleiwa, nümakalaka nümüin Felipe: “Pülüꞌüla süchiirua tia kareetakat saꞌatoꞌuiwa pia”.;guc
3922;Nuwataakalaka süchiirua sünain nürütkaain sünainmüin. Shiasaꞌa wanaa sümaa yaain nüntüin nümaꞌanamüin chi wayuukai, naapakalaka sünain shiain naashajeꞌerüin tü ashajuushikat nütüma Isaías. Nüsakitkalaka nia: —¿Eesüya piyaawata aaꞌu türa paashajeꞌetkat?;guc
3923;Je chi wayuukai, nüsouktakalaka niꞌipajee: —¿Jamakuaippalüinjatü süpüla tayaawatüin saaꞌu, nnojolire eein wane wayuu aküjainjachikai tamüin sünain jamaluꞌulüin? Je nuchuntakalaka nümüin Felipe süpüla noꞌotooinjachin otta nüikkalaainjachin naꞌatoꞌu.;guc
3924;Tü shiꞌipakat tü ashajuushi naashajeꞌerakat, shia tü makat mayaa: “Oꞌuninnüshi nia süpüla oꞌutünaa aaꞌin maa aka nuꞌuninnakai wane anneerü suluꞌumüin tü aüjaaleekat süpüla oꞌutünaa aaꞌin. Maa aka naaꞌin wane anneerü maꞌyalajüin najapuluꞌu chi aüjakai noi, müshia niakai, nnojoishi asouktüin naaꞌujiraa namüin na oꞌutakana naaꞌin.;guc
3925;Müliashi nia atümaa süka mojutüin amüinyüü, otta awalaajüshia neꞌe atümaa maainjaloule. Nnojoireꞌejaꞌa jaraleechin müin: ‘Shiayaain nuuꞌuliwoꞌu türairua’, müin nümüin süka nuꞌutünatüjülin aaꞌin maalü yaa saaꞌujee mmakat”.;guc
3926;Niasaꞌa joo chi wayuukai nümakalaka nümüin Felipe: —Püküja tamüin jaman, ¿jarai nüshajaka achikü chi nünüikimaajachikai Maleiwa, nüchiküjiraa niakai, nüchikütaapa wane naata?;guc
3927;Nüsouktakalaka Felipe nümüin: —Niasa saashajaaka achikü Jesús. Je nuꞌttakalaka suluꞌujeꞌeya neꞌe tü shiꞌipakat tü ashajuushi suluꞌukat tü karaloukta nüchikimaajatkat Maleiwa sünain aküjaa nümüin tü pütchi anasükat nüchikü Jesús chi Oꞌtteꞌerüikai.;guc
3928;Shiasaꞌa mapa, nalatakalaka süꞌütpünaa wane mma eere eejatüin wane wüin. Nümakalaka chi wayuukai nümüin Felipe: —Anuꞌusa wane wüin, ¿eesü wane kasa nnojotka woutiiseein aaꞌujee taya?;guc
3929;Je nüsouktakalaka Felipe nümüin: —Eeshi pia süpüla woutiisüin müleka pünoujüle süka paaꞌin shiimain. Nümakalaka nümüin Felipe: —Tanoujain sünain niain Jesucristo Nüchoin Maleiwa.;guc
3930;Nüshaꞌwaleꞌeritkalaka tü kareetakat. Nashakanuwaakalaka piamaleꞌe eemüin tü wüinkat. Je nuwoutisaajakalaka nia Felipe.;guc
3931;Shiasaꞌa wanaa sümaa nayuꞌlaain shirokujee tü wüinkat, aapünaajaanalaꞌa münüshi Felipe nütüma chi Naaꞌinkai Maleiwa nümaꞌanajee chi wayuukai. Nnojoꞌiraa nümakalaka niꞌrüin nia yalejee. Ayatakaijasaꞌa oꞌunüin chi wayuukai eeꞌewaire nia sünain talatashantain maꞌi naaꞌin.;guc
3932;Je chajaittaasaꞌa Felipe suluꞌu tü pueulokat Azoto. Je yalejee, nuꞌunanajakalaka suluꞌupünaa waneꞌewai sukua tü pueulokalüirua sünain aküjaa nüchikü chi Oꞌtteꞌerüikai, antatataalain suluꞌumüin tü pueulokat Cesarea.;guc
3933;Je sümaꞌinruꞌu tü waraittüin Felipe sünain aküjaa nüchikü Jesús, ayatshia Saulo sünain nuꞌuteein saaꞌin tü anoujasükalüirua nünain chi Senyotkai. Müshijeseꞌe nia oꞌunüin nünainmüin chi laülaashikai napüleerua na sacerdotekana süpüla taashinjachin nia sünain olojoo süchiirua tü anoujasükalüirua.;guc
3934;Achuntüshijeseꞌe nia nümüin wane karalouktairua namüinjatü na laülaashiikana suluꞌukana waneꞌewai sükua tü ekirajüleekat na judíokana chaꞌaya suluꞌu tü pueulokat Damasco. Müsü pütchi suluꞌukat tü karalouktakat waneꞌewai sükua: “Eesü süpüla nütaꞌülirüin Saulo tü wayuukalüirua nüntakat anain chaꞌaya eekai sünoujain nünain Jesús, tü ooꞌulakakalüirua tü akuaippaa kanüliakat ‘Wopu Jeket’ nünainjeejatkat. Nütaꞌülireerü tia wayuukalüirua, maa aka tooloyuu sümaa jieyuu, süpüla nüntirüinjatüin shia yaamüin Jerusalénmüin süpüla püreesainjanain naya atümaa”.;guc
3935;Nuꞌunakalaka joo Saulo chamüin Damascomüin. Shiasaꞌa chamüin nülüꞌülaapa süpüla nüntüin Damascomüin, sootoloꞌola sümakalaka wane luusa chejeejatü sirumaluꞌujee sünain pasanainjaain nia süchiki.;guc
3936;Nuꞌtpünajaakalaka Saulo mmoluꞌu sünain naapüin wane pütchi müsü yaa: —Sauloo, ¿jamüshi taya pümüin, müliakalaka maꞌi taaꞌin pütüma?;guc
3937;Nüsakitkalaka Saulo: —¿Jarai pia, Laülaashikalee? Süsouktakalaka tü pütchikat: —Taya chi Jesús müliakai aaꞌin pütüma sünain pulojüin maꞌi süchiirua tü wayuu tamaajatkalüirua.;guc
3938;Pütamawaata pikeroloiwa suluꞌumüin tü pueulokat. Je yala aküjüneerü pümüin tü anakat süpüla paaꞌinrüin.;guc
3939;Je na nümaajanakana, ainkuusü maꞌi naaꞌin je masouktüinpünaasalii süka naapüin wane pütchi sünain nnojolüin eein neꞌrüin wane wayuu.;guc
3940;Nütamaakalaka Saulo mmoluꞌujee. Je wanaa sümaa neerulüin tü noꞌukat, nnojotsü niꞌrüin tü mmapaꞌakat. Aapaanüshijeseꞌe nia süka najapü sünain najattünüin chamüin Damascomüin.;guc
3941;Makatakalaka nia chaꞌaya apünüin kaꞌi sünain ayatüꞌinya nia moꞌupaꞌain, sünain meküin je nnojolüin kasain nüsüin.;guc
3942;Chaꞌaya Damasco, kepiashi wane wayuu anoujashi, kanüliashi Ananías, je niꞌrataalain naaꞌin chi Senyotkai sünain nümüin nümüin: —Ananías. Nüsouktakalaka Ananías niꞌipajee: —Anii taya, Senyotkalee.;guc
3943;Nümakalaka Senyotkai nümüin: —Puꞌunaata suluꞌumüin tü kaaye kanüliakat Lotüsü. Je yala nipialuꞌu Judas, püsakira nünain wane wayuu kanüliashi Saulo chejeꞌewai suluꞌu tü pueulokat Tarso. Je nia maaꞌulu, aashajaashi nümaa Maleiwakai.;guc
3944;Je niꞌrataalain naaꞌin wane wayuu kanüliashi Ananías ekerolüin nünainmüin sünain niꞌitaain najapü naaꞌu süpüla koꞌuinjachin nia nüchukuaꞌa.;guc
3945;Nüsouktakalaka Ananías sütüma tü münakat nümüin: —Senyotkalee, chi wayuukai, taapüin nüchikü sütüma wayuu wainma sünain wattain saalin kasa mojusü naaꞌinrakat namüin na wayuu anoujashiikana pünain chakana suluꞌu Jerusalén.;guc
3946;Je antüshi jooluꞌu nia yaamüin yaa sünain laülaashin natüma na laülaayuushiikana naꞌakajee na sacerdotekana süpüla nütaüjirüinjanain napüshuaꞌaleꞌe na anoujakana pünain, süpüla nüpüreesajirüinjanain naya.;guc
3947;Je nümakalaka neꞌe Senyotkai nümüin: —¡Puꞌunaata maala! Süka jamüin, chisa wayuukai, taneekajala süpüla naashajaainjachin tachikü sümüin tü wayuu nnojotkalüirua judíoin, tü “gentile” münakalüirua, namaꞌaleꞌeya na aluwataashiikanairua saaꞌu je sümüin tü nuuꞌuliwoꞌukalüirua Israel sümaꞌayaꞌa.;guc
3948;Teeꞌiyateerü nümüin tü wattakat saalin müliaa niꞌrüinjatkat sünainjee aküjaa tachikü.;guc
3949;Nuꞌunakalaka Ananías eemüin tü miichikat eere Saulo. Shiasaꞌa nikerotpa, nümakalaka nümüin sünain niꞌitaain najapü naaꞌu: —Tawala Sauloo, chi Senyotkai Jesús, chi eeꞌiyataakai pümüin suluꞌu tü wopukot eepünaajachire pia, nuluwataain taya süpüla koꞌuinjachin pia püchukuaꞌa je süpüla niainjachin katsüin chi Naaꞌinkai Maleiwa paaꞌu.;guc
3950;Shiasaꞌa yaawalajaꞌaya, ojunuujaasü süpaꞌajee noꞌu Saulo wane müsü aka saaꞌin soi jime. Je anakalaka tü noꞌukat süchukuaꞌa. Nütamaakalaka, woutiisakalaka nia.;guc
3951;Je süchikijee, nikakalaka. Atütülaasü naaꞌin süchukuaꞌa. Je makatakalaka nia, soꞌu maa aka jera kaꞌi eera, namaa na anoujashiikana kepiakana chaꞌaya Damasco.;guc
3952;Nnojoittaainjaꞌa nia eekuu müin, oꞌttomaatüshi sünain aküjaa, suluꞌupünaa tü ekirajüleekat na judíokana, nüchikü Jesús sünain niaꞌinya Nüchoin chi Maleiwakai.;guc
3953;Nayasaꞌa napüshuaꞌa na eejanakana sünain aapajaa tü nüküjalakat, ainkuusü maꞌi naaꞌinrua sünain namajiraain: “¿Nnojoishiche niain chi ajaꞌlajeꞌereepüꞌükai wayuu chaꞌaya Jerusalén eekai sünoujain nünain chira naashajaakai maꞌi achikü jooluꞌu? ¿Nnojoishi nia antüshin yaamüin süpüla nütaüjirüinjatüin türa eekai yaain yaa süpüla nümaainjatüin Jerusalénmüin püreesain namaꞌanamüin na laülaashiikana naꞌakajee na sacerdotekana?”.;guc
3954;Je Saulo aashajaashi sümaa yalayalain maꞌi naaꞌin je sünain niyuꞌla niyuꞌla nümüin tü apansaajakat nüchikü Jesús sünain niaꞌinya chi Cristokai, Nüneekajalakai Maleiwa. Je na judío kepiashiikana Damasco, eetüjüttaayai jamüin nanüikü shiꞌipajee tü nümakat.;guc
3955;Je mapa sülatapa kojuya kaꞌi, anajiraakalaka nanüikü na judíokana nikiirajee Saulo shiiꞌiree noꞌutüin naaꞌin.;guc
3956;Je Saulo naapa achiküt tü naaꞌinreekat na wayuukana nüka. Soꞌukaꞌi je saꞌwai, koꞌulujunayaa müsü waneꞌewai sükua natüma soꞌu sükulaatse tü pueulokat shiiꞌiree nüntüin neꞌipamüin süpüla noꞌutajachin naaꞌin.;guc
3957;Shiasaꞌa saꞌwai, na anoujashiikana, nashakatirakalaka nia suluꞌu wane shaaula suluꞌupünaa wane wentaana süpüchoꞌumüin tü sükulaatsekat. Isaichikalajaꞌaka nia.;guc
3958;Je nüntapa Saulo Jerusalénmüin, keeꞌireeyaatsü naaꞌin kotteein nia namaa na anoujashiikana chajanakana chaꞌaya, akanasaꞌa nnojolüin nanoujain sünain nünoujashichipain. Mmolojokalaka naya napüshuaꞌa neema süka ayatayaayüliꞌinya nia naashin sünain olojoo nachiirua.;guc
3959;Je niakalaka oꞌunirüin nia Bernabé nanainmüin na Aluwataaushikana. Nüküjakalaka Bernabé namüin nüchikü Saulo sünain niꞌrüin chi Senyotkai sünain naashajaain chi Senyotkai nümaa suluꞌu süpüna Damasco. Otta nüküjain namüin sünain nüküjüin Saulo nüchikü Jesús chaꞌaya Damasco sümaa yalayalashantain maꞌi naaꞌin sünain aküjaa.;guc
3960;Makatüichikalajaꞌaka Saulo yala Jerusalén. Namaakuu namüshi joo nia. Je aküjashi nia nüchikü chi Senyotkai sümaa yalayalain maꞌi naaꞌin, eepünaale nia namaa.;guc
3961;Otta aashajaashi nia nüchikü chi Senyotkai sünain naaꞌayajiraain maꞌi namaa na judío aashajaashiikana pütchi griego. Shiasaꞌa sünainjee tia, noꞌuteekalaka naaꞌin.;guc
3962;Nayasaꞌa na anoujashiikana, natüjaapa saaꞌu tü aaꞌinneekat nüka Saulo, noꞌunirüin nia Cesareamüin, je yalejee najütüin nia chamüin Tarsomüin.;guc
3963;Jimatakalaka saaꞌin mmapaꞌakat namüin na anoujashiikana napüshuaꞌa chajanakana suluꞌu tü mmakalüirua chaꞌaya Judea, Galilea otta Samaria. Akatsinraasü maꞌi naaꞌinrua sünain nanoula sünain kojutüin chi Senyotkai natüma waneepia. Je sükajee nükaalinjain naya chi Naaꞌinkai Maleiwa, oꞌunüshii naya suluꞌu nokojuyalaain maꞌi.;guc
3964;Je mapa Pedro, oꞌunanajüshi suluꞌupünaa waneꞌewai sukua noumain na anoujashiikana sünain waraittaa naaꞌu. Je antatataalain nia nanainmüin na kepiakana suluꞌu tü pueulo kanüliakat Lida.;guc
3965;Je yala, nünta anainchi wane wayuu oukta asaꞌachi je oukta atünachi, kanüliashi Eneas. Eeichi nia mekiisalü juya sünain juꞌletaa.;guc
3966;—Eneas, ¡pütamaapa! Anaichipa pia nütüma Jesucristo. Pükotchajaa pujuꞌlejia —nümakalaka Pedro nümüin. Je soꞌujee tia, atamataashi Eneas.;guc
3967;Je süka anaichipain joo nia shiꞌrüin tü wayuukolüirua chajatkat suluꞌu Lida otta suluꞌu tü mmakat Sarón, anoujashii joo naya nünain chi Senyotkai.;guc
3968;Je suluꞌu wane pueulo miyoꞌu kanüliasü Jope, eesü wane wayuu anoujasü kanüliasü Tabita, je süka pütchi griego, “Dorcas” münüsü. Je tü wayuukat, aaꞌintsü waneepia kasa anasü sünain sükaalinjain na wayuu müliashiikana.;guc
3969;Shiasaꞌa soꞌu wane kaꞌi, antüsü ayuulii sünain, je mapa, ouktakalaka shia. Je süchikijee soꞌoojinnüin, eꞌikajaanüsü shia suluꞌumüin sütaüjia tü iipünaajatkat miichi, süka paaꞌuwaain tü shipiakat.;guc
3970;Je Jope, kaꞌyatüsü suꞌunalut sünainjee Lida eere Pedro. Shiasaꞌa na anoujashiikana, süka natüjaain naaꞌu sünain yalain nia, naluwataakalaka piamashii wayuu süpüla maa nümüin: “Jaliaꞌaya waya. Anashia puꞌunüle wamaa jooluꞌuchon Jopemüin, eemüin na wawalayuu ajütakana waya”.;guc
3971;Je oꞌunamaatüshi joo Pedro namaa. Mayaashi antüin nia, eꞌikajaanüshi eemüin tü ouktüsükat. Je yala eeshii nüpüla wane jieyuu oukta aꞌwayuusechii. Noutkajaakalaka joo nia sünain naꞌyalajüin maꞌi je sünain neeꞌiyatüin nümüin tü nasheꞌin saainjanainkat paala Dorcas namüinrua kataiwaꞌaya soꞌu.;guc
